"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"NEPSE","2011-10-13","333","333","333","333","0.00","0"
"NEPSE","2011-10-16","332","332","332","332","0.00","0"
"NEPSE","2011-10-17","331","331","331","331","0.00","0"
"NEPSE","2011-10-18","330","330","330","330","0.00","0"
"NEPSE","2011-10-19","330","330","330","330","0.00","0"
"NEPSE","2011-10-20","328","328","328","328","0.00","0"
"NEPSE","2011-10-23","326","326","326","326","0.00","0"
"NEPSE","2011-10-24","327","327","327","327","0.00","0"
"NEPSE","2011-10-25","328","328","328","328","0.00","0"
"NEPSE","2011-10-30","328","328","328","328","0.00","0"
"NEPSE","2011-10-31","330","330","330","330","0.00","0"
"NEPSE","2011-11-02","347","347","347","347","0.00","0"
"NEPSE","2011-11-03","344","344","344","344","0.00","0"
"NEPSE","2011-11-06","338","338","338","338","0.00","0"
"NEPSE","2011-11-08","335","335","335","335","0.00","0"
"NEPSE","2011-11-09","332","332","332","332","0.00","0"
"NEPSE","2011-11-10","332","332","332","332","0.00","0"
"NEPSE","2011-11-13","331","331","331","331","0.00","0"
"NEPSE","2011-11-14","331","331","331","331","0.00","0"
"NEPSE","2011-11-15","327","327","327","327","0.00","0"
"NEPSE","2011-11-16","326","326","326","326","0.00","0"
"NEPSE","2011-11-17","329","329","329","329","0.00","0"
"NEPSE","2011-11-20","328","328","328","328","0.00","0"
"NEPSE","2011-11-21","329","329","329","329","0.00","0"
"NEPSE","2011-11-22","327","327","327","327","0.00","0"
"NEPSE","2011-11-23","325","325","325","325","0.00","0"
"NEPSE","2011-11-24","325","325","325","325","0.00","0"
"NEPSE","2011-11-27","325","325","325","325","0.00","0"
"NEPSE","2011-11-28","323","323","323","323","0.00","0"
"NEPSE","2011-12-01","323","323","323","323","0.00","0"
"NEPSE","2011-12-04","322","322","322","322","0.00","0"
"NEPSE","2011-12-05","321","321","321","321","0.00","0"
"NEPSE","2011-12-06","321","321","321","321","0.00","0"
"NEPSE","2011-12-07","321","321","321","321","0.00","0"
"NEPSE","2011-12-08","320","320","320","320","0.00","0"
"NEPSE","2011-12-11","318","318","318","318","0.00","0"
"NEPSE","2011-12-12","315","315","315","315","0.00","0"
"NEPSE","2011-12-13","314","314","314","314","0.00","0"
"NEPSE","2011-12-14","317","317","317","317","0.00","0"
"NEPSE","2011-12-15","316","316","316","316","0.00","0"
"NEPSE","2011-12-18","314","314","314","314","0.00","0"
"NEPSE","2011-12-19","313","313","313","313","0.00","0"
"NEPSE","2011-12-20","314","314","314","314","0.00","0"
"NEPSE","2011-12-21","313","313","313","313","0.00","0"
"NEPSE","2011-12-22","313","313","313","313","0.00","0"
"NEPSE","2011-12-26","312","312","312","312","0.00","0"
"NEPSE","2011-12-27","314","314","314","314","0.00","0"
"NEPSE","2011-12-28","314","314","314","314","0.00","0"
"NEPSE","2011-12-29","316","316","316","316","0.00","0"
"NEPSE","2012-01-01","319","319","319","319","0.00","0"
"NEPSE","2012-01-02","324","324","324","324","0.00","0"
"NEPSE","2012-01-03","324","324","324","324","0.00","0"
"NEPSE","2012-01-04","319","319","319","319","0.00","0"
"NEPSE","2012-01-05","320","320","320","320","0.00","0"
"NEPSE","2012-01-08","317","317","317","317","0.00","0"
"NEPSE","2012-01-09","318","318","318","318","0.00","0"
"NEPSE","2012-01-10","320","320","320","320","0.00","0"
"NEPSE","2012-01-11","321","321","321","321","0.00","0"
"NEPSE","2012-01-12","324","324","324","324","0.00","0"
"NEPSE","2012-01-16","322","322","322","322","0.00","0"
"NEPSE","2012-01-17","322","322","322","322","0.00","0"
"NEPSE","2012-01-18","320","320","320","320","0.00","0"
"NEPSE","2012-01-19","321","321","321","321","0.00","0"
"NEPSE","2012-01-22","320","320","320","320","0.00","0"
"NEPSE","2012-01-23","318","318","318","318","0.00","0"
"NEPSE","2012-01-25","318","318","318","318","0.00","0"
"NEPSE","2012-01-26","317","317","317","317","0.00","0"
"NEPSE","2012-01-29","317","317","317","317","0.00","0"
"NEPSE","2012-01-31","316","316","316","316","0.00","0"
"NEPSE","2012-02-01","317","317","317","317","0.00","0"
"NEPSE","2012-02-02","316","316","316","316","0.00","0"
"NEPSE","2012-02-05","315","315","315","315","0.00","0"
"NEPSE","2012-02-06","314","314","314","314","0.00","0"
"NEPSE","2012-02-07","313","313","313","313","0.00","0"
"NEPSE","2012-02-08","312","312","312","312","0.00","0"
"NEPSE","2012-02-09","312","312","312","312","0.00","0"
"NEPSE","2012-02-12","312","312","312","312","0.00","0"
"NEPSE","2012-02-13","313","313","313","313","0.00","0"
"NEPSE","2012-02-14","312","312","312","312","0.00","0"
"NEPSE","2012-02-15","312","312","312","312","0.00","0"
"NEPSE","2012-02-17","312","312","312","312","0.00","0"
"NEPSE","2012-02-21","312","312","312","312","0.00","0"
"NEPSE","2012-02-23","313","313","313","313","0.00","0"
"NEPSE","2012-02-26","312","312","312","312","0.00","0"
"NEPSE","2012-02-27","312","312","312","312","0.00","0"
"NEPSE","2012-02-28","315","315","315","315","0.00","0"
"NEPSE","2012-02-29","315","315","315","315","0.00","0"
"NEPSE","2012-03-01","317","317","317","317","0.00","0"
"NEPSE","2012-03-04","316","316","316","316","0.00","0"
"NEPSE","2012-03-05","316","316","316","316","0.00","0"
"NEPSE","2012-03-06","316","316","316","316","0.00","0"
"NEPSE","2012-03-11","315","315","315","315","0.00","0"
"NEPSE","2012-03-12","314","314","314","314","0.00","0"
"NEPSE","2012-03-13","314","314","314","314","0.00","0"
"NEPSE","2012-03-14","313","313","313","313","0.00","0"
"NEPSE","2012-03-15","311","311","311","311","0.00","0"
"NEPSE","2012-03-18","303","303","303","303","0.00","0"
"NEPSE","2012-03-19","303","303","303","303","0.00","0"
"NEPSE","2012-03-20","302","302","302","302","0.00","0"
"NEPSE","2012-03-21","304","304","304","304","0.00","0"
"NEPSE","2012-03-25","303","303","303","303","0.00","0"
"NEPSE","2012-03-26","301","301","301","301","0.00","0"
"NEPSE","2012-03-27","300","300","300","300","0.00","0"
"NEPSE","2012-03-28","300","300","300","300","0.00","0"
"NEPSE","2012-03-29","299","299","299","299","0.00","0"
"NEPSE","2012-04-01","299","299","299","299","0.00","0"
"NEPSE","2012-04-02","301","301","301","301","0.00","0"
"NEPSE","2012-04-03","302","302","302","302","0.00","0"
"NEPSE","2012-04-04","302","302","302","302","0.00","0"
"NEPSE","2012-04-05","302","302","302","302","0.00","0"
"NEPSE","2012-04-08","303","303","303","303","0.00","0"
"NEPSE","2012-04-09","304","304","304","304","0.00","0"
"NEPSE","2012-04-10","306","306","306","306","0.00","0"
"NEPSE","2012-04-11","309","309","309","309","0.00","0"
"NEPSE","2012-04-12","320","320","320","320","0.00","0"
"NEPSE","2012-04-15","337","337","337","337","0.00","0"
"NEPSE","2012-04-16","355","355","355","355","0.00","0"
"NEPSE","2012-04-17","336","336","336","336","0.00","0"
"NEPSE","2012-04-18","348","348","348","348","0.00","0"
"NEPSE","2012-04-19","355","355","355","355","0.00","0"
"NEPSE","2012-04-22","369","369","369","369","0.00","0"
"NEPSE","2012-04-24","388","388","388","388","0.00","0"
"NEPSE","2012-04-25","409","409","409","409","0.00","0"
"NEPSE","2012-04-26","425","425","425","425","0.00","0"
"NEPSE","2012-04-29","423","423","423","423","0.00","0"
"NEPSE","2012-04-30","405","405","405","405","0.00","0"
"NEPSE","2012-05-02","384","384","384","384","0.00","0"
"NEPSE","2012-05-03","404","404","404","404","0.00","0"
"NEPSE","2012-05-07","428","428","428","428","0.00","0"
"NEPSE","2012-05-08","433","433","433","433","0.00","0"
"NEPSE","2012-05-09","420","420","420","420","0.00","0"
"NEPSE","2012-05-10","411","411","411","411","0.00","0"
"NEPSE","2012-05-13","391","391","391","391","0.00","0"
"NEPSE","2012-05-14","373","373","373","373","0.00","0"
"NEPSE","2012-05-15","392","392","392","392","0.00","0"
"NEPSE","2012-05-16","412","412","412","412","0.00","0"
"NEPSE","2012-05-17","416","416","416","416","0.00","0"
"NEPSE","2012-05-20","409","409","409","409","0.00","0"
"NEPSE","2012-05-21","414","414","414","414","0.00","0"
"NEPSE","2012-05-22","406","406","406","406","0.00","0"
"NEPSE","2012-05-23","386","386","386","386","0.00","0"
"NEPSE","2012-05-24","399","399","399","399","0.00","0"
"NEPSE","2012-05-27","413","413","413","413","0.00","0"
"NEPSE","2012-05-29","392","392","392","392","0.00","0"
"NEPSE","2012-05-30","373","373","373","373","0.00","0"
"NEPSE","2012-05-31","374","374","374","374","0.00","0"
"NEPSE","2012-06-03","391","391","391","391","0.00","0"
"NEPSE","2012-06-04","382","382","382","382","0.00","0"
"NEPSE","2012-06-05","373","373","373","373","0.00","0"
"NEPSE","2012-06-06","366","366","366","366","0.00","0"
"NEPSE","2012-06-07","370","370","370","370","0.00","0"
"NEPSE","2012-06-10","364","364","364","364","0.00","0"
"NEPSE","2012-06-11","366","366","366","366","0.00","0"
"NEPSE","2012-06-12","368","368","368","368","0.00","0"
"NEPSE","2012-06-13","366","366","366","366","0.00","0"
"NEPSE","2012-06-14","365","365","365","365","0.00","0"
"NEPSE","2012-06-17","361","361","361","361","0.00","0"
"NEPSE","2012-06-18","363","363","363","363","0.00","0"
"NEPSE","2012-06-19","362","362","362","362","0.00","0"
"NEPSE","2012-06-20","364","364","364","364","0.00","0"
"NEPSE","2012-06-21","365","365","365","365","0.00","0"
"NEPSE","2012-06-25","375","375","375","375","0.00","0"
"NEPSE","2012-06-26","368","368","368","368","0.00","0"
"NEPSE","2012-06-27","374","374","374","374","0.00","0"
"NEPSE","2012-06-28","377","377","377","377","0.00","0"
"NEPSE","2012-07-01","375","375","375","375","0.00","0"
"NEPSE","2012-07-02","373","373","373","373","0.00","0"
"NEPSE","2012-07-03","374","374","374","374","0.00","0"
"NEPSE","2012-07-04","377","377","377","377","0.00","0"
"NEPSE","2012-07-05","377","377","377","377","0.00","0"
"NEPSE","2012-07-08","378","378","378","378","0.00","0"
"NEPSE","2012-07-09","380","380","380","380","0.00","0"
"NEPSE","2012-07-10","385","385","385","385","0.00","0"
"NEPSE","2012-07-11","384","384","384","384","0.00","0"
"NEPSE","2012-07-12","383","383","383","383","0.00","0"
"NEPSE","2012-07-15","390","390","390","390","0.00","0"
"NEPSE","2012-07-16","385","385","385","385","0.00","0"
"NEPSE","2012-07-17","386","386","386","386","0.00","0"
"NEPSE","2012-07-18","392","392","392","392","0.00","0"
"NEPSE","2012-07-19","395","395","395","395","0.00","0"
"NEPSE","2012-07-22","405","405","405","405","0.00","0"
"NEPSE","2012-07-23","408","408","408","408","0.00","0"
"NEPSE","2012-07-24","406","406","406","406","0.00","0"
"NEPSE","2012-07-25","405","405","405","405","0.00","0"
"NEPSE","2012-07-26","402","402","402","402","0.00","0"
"NEPSE","2012-07-29","396","396","396","396","0.00","0"
"NEPSE","2012-07-30","401","401","401","401","0.00","0"
"NEPSE","2012-07-31","401","401","401","401","0.00","0"
"NEPSE","2012-08-01","402","402","402","402","0.00","0"
"NEPSE","2012-08-05","403","403","403","403","0.00","0"
"NEPSE","2012-08-06","403","403","403","403","0.00","0"
"NEPSE","2012-08-07","404","404","404","404","0.00","0"
"NEPSE","2012-08-08","402","402","402","402","0.00","0"
"NEPSE","2012-08-12","399","399","399","399","0.00","0"
"NEPSE","2012-08-13","400","400","400","400","0.00","0"
"NEPSE","2012-08-14","397","397","397","397","0.00","0"
"NEPSE","2012-08-15","392","392","392","392","0.00","0"
"NEPSE","2012-08-16","398","398","398","398","0.00","0"
"NEPSE","2012-08-19","396","396","396","396","0.00","0"
"NEPSE","2012-08-21","396","396","396","396","0.00","0"
"NEPSE","2012-08-22","397","397","397","397","0.00","0"
"NEPSE","2012-08-23","398","398","398","398","0.00","0"
"NEPSE","2012-08-26","397","397","397","397","0.00","0"
"NEPSE","2012-08-27","406","406","406","406","0.00","0"
"NEPSE","2012-08-28","406","406","406","406","0.00","0"
"NEPSE","2012-08-29","407","407","407","407","0.00","0"
"NEPSE","2012-08-30","406","406","406","406","0.00","0"
"NEPSE","2012-09-02","412","412","412","412","0.00","0"
"NEPSE","2012-09-03","412","412","412","412","0.00","0"
"NEPSE","2012-09-04","409","409","409","409","0.00","0"
"NEPSE","2012-09-05","407","407","407","407","0.00","0"
"NEPSE","2012-09-06","408","408","408","408","0.00","0"
"NEPSE","2012-09-09","408","408","408","408","0.00","0"
"NEPSE","2012-09-10","408","408","408","408","0.00","0"
"NEPSE","2012-09-11","412","412","412","412","0.00","0"
"NEPSE","2012-09-12","414","414","414","414","0.00","0"
"NEPSE","2012-09-13","419","419","419","419","0.00","0"
"NEPSE","2012-09-16","421","421","421","421","0.00","0"
"NEPSE","2012-09-17","422","422","422","422","0.00","0"
"NEPSE","2012-09-18","425","425","425","425","0.00","0"
"NEPSE","2012-09-19","422","422","422","422","0.00","0"
"NEPSE","2012-09-20","420","420","420","420","0.00","0"
"NEPSE","2012-09-23","415","415","415","415","0.00","0"
"NEPSE","2012-09-24","415","415","415","415","0.00","0"
"NEPSE","2012-09-25","414","414","414","414","0.00","0"
"NEPSE","2012-09-26","414","414","414","414","0.00","0"
"NEPSE","2012-09-30","415","415","415","415","0.00","0"
"NEPSE","2012-10-01","417","417","417","417","0.00","0"
"NEPSE","2012-10-02","417","417","417","417","0.00","0"
"NEPSE","2012-10-03","417","417","417","417","0.00","0"
"NEPSE","2012-10-04","424","424","424","424","0.00","0"
"NEPSE","2012-10-07","428","428","428","428","0.00","0"
"NEPSE","2012-10-08","427","427","427","427","0.00","0"
"NEPSE","2012-10-09","426","426","426","426","0.00","0"
"NEPSE","2012-10-10","425","425","425","425","0.00","0"
"NEPSE","2012-10-11","424","424","424","424","0.00","0"
"NEPSE","2012-10-14","427","427","427","427","0.00","0"
"NEPSE","2012-10-15","427","427","427","427","0.00","0"
"NEPSE","2012-10-17","433","433","433","433","0.00","0"
"NEPSE","2012-10-18","437","437","437","437","0.00","0"
"NEPSE","2012-10-30","448","448","448","448","0.00","0"
"NEPSE","2012-10-31","451","451","451","451","0.00","0"
"NEPSE","2012-11-01","448","448","448","448","0.00","0"
"NEPSE","2012-11-04","452","452","452","452","0.00","0"
"NEPSE","2012-11-05","458","458","458","458","0.00","0"
"NEPSE","2012-11-06","463","463","463","463","0.00","0"
"NEPSE","2012-11-07","475","475","475","475","0.00","0"
"NEPSE","2012-11-08","483","483","483","483","0.00","0"
"NEPSE","2012-11-11","475","475","475","475","0.00","0"
"NEPSE","2012-11-12","481","481","481","481","0.00","0"
"NEPSE","2012-11-18","493","493","493","493","0.00","0"
"NEPSE","2012-11-20","502","502","502","502","0.00","0"
"NEPSE","2012-11-21","499","499","499","499","0.00","0"
"NEPSE","2012-11-22","497","497","497","497","0.00","0"
"NEPSE","2012-11-25","497","497","497","497","0.00","0"
"NEPSE","2012-11-26","495","495","495","495","0.00","0"
"NEPSE","2012-11-27","493","493","493","493","0.00","0"
"NEPSE","2012-11-28","493","493","493","493","0.00","0"
"NEPSE","2012-11-29","489","489","489","489","0.00","0"
"NEPSE","2012-12-02","484","484","484","484","0.00","0"
"NEPSE","2012-12-03","482","482","482","482","0.00","0"
"NEPSE","2012-12-04","490","490","490","490","0.00","0"
"NEPSE","2012-12-05","500","500","500","500","0.00","0"
"NEPSE","2012-12-06","498","498","498","498","0.00","0"
"NEPSE","2012-12-09","488","488","488","488","0.00","0"
"NEPSE","2012-12-10","488","488","488","488","0.00","0"
"NEPSE","2012-12-11","489","489","489","489","0.00","0"
"NEPSE","2012-12-12","493","493","493","493","0.00","0"
"NEPSE","2012-12-13","497","497","497","497","0.00","0"
"NEPSE","2012-12-16","509","509","509","509","0.00","0"
"NEPSE","2012-12-17","513","513","513","513","0.00","0"
"NEPSE","2012-12-18","510","510","510","510","0.00","0"
"NEPSE","2012-12-19","514","514","514","514","0.00","0"
"NEPSE","2012-12-20","518","518","518","518","0.00","0"
"NEPSE","2012-12-23","520","520","520","520","0.00","0"
"NEPSE","2012-12-24","526","526","526","526","0.00","0"
"NEPSE","2012-12-26","537","537","537","537","0.00","0"
"NEPSE","2012-12-27","541","541","541","541","0.00","0"
"NEPSE","2012-12-31","534","534","534","534","0.00","0"
"NEPSE","2013-01-01","531","531","531","531","0.00","0"
"NEPSE","2013-01-02","532","532","532","532","0.00","0"
"NEPSE","2013-01-03","534","534","534","534","0.00","0"
"NEPSE","2013-01-06","532","532","532","532","0.00","0"
"NEPSE","2013-01-07","529","529","529","529","0.00","0"
"NEPSE","2013-01-08","529","529","529","529","0.00","0"
"NEPSE","2013-01-09","525","525","525","525","0.00","0"
"NEPSE","2013-01-10","529","529","529","529","0.00","0"
"NEPSE","2013-01-13","530","530","530","530","0.00","0"
"NEPSE","2013-01-15","530","530","530","530","0.00","0"
"NEPSE","2013-01-16","528","528","528","528","0.00","0"
"NEPSE","2013-01-17","521","521","521","521","0.00","0"
"NEPSE","2013-01-20","508","508","508","508","0.00","0"
"NEPSE","2013-01-21","518","518","518","518","0.00","0"
"NEPSE","2013-01-22","523","523","523","523","0.00","0"
"NEPSE","2013-01-23","517","517","517","517","0.00","0"
"NEPSE","2013-01-24","514","514","514","514","0.00","0"
"NEPSE","2013-01-27","514","514","514","514","0.00","0"
"NEPSE","2013-01-28","514","514","514","514","0.00","0"
"NEPSE","2013-01-30","512","512","512","512","0.00","0"
"NEPSE","2013-01-31","511","511","511","511","0.00","0"
"NEPSE","2013-02-03","516","516","516","516","0.00","0"
"NEPSE","2013-02-04","517","517","517","517","0.00","0"
"NEPSE","2013-02-05","515","515","515","515","0.00","0"
"NEPSE","2013-02-06","513","513","513","513","0.00","0"
"NEPSE","2013-02-07","513","513","513","513","0.00","0"
"NEPSE","2013-02-10","515","515","515","515","0.00","0"
"NEPSE","2013-02-12","533","533","533","533","0.00","0"
"NEPSE","2013-02-13","527","527","527","527","0.00","0"
"NEPSE","2013-02-14","530","530","530","530","0.00","0"
"NEPSE","2013-02-17","556","556","556","556","0.00","0"
"NEPSE","2013-02-19","549","549","549","549","0.00","0"
"NEPSE","2013-02-20","539","539","539","539","0.00","0"
"NEPSE","2013-02-21","544","544","544","544","0.00","0"
"NEPSE","2013-02-24","539","539","539","539","0.00","0"
"NEPSE","2013-02-25","544","544","544","544","0.00","0"
"NEPSE","2013-02-26","546","546","546","546","0.00","0"
"NEPSE","2013-02-27","540","540","540","540","0.00","0"
"NEPSE","2013-02-28","542","542","542","542","0.00","0"
"NEPSE","2013-03-03","542","542","542","542","0.00","0"
"NEPSE","2013-03-04","541","541","541","541","0.00","0"
"NEPSE","2013-03-05","538","538","538","538","0.00","0"
"NEPSE","2013-03-06","541","541","541","541","0.00","0"
"NEPSE","2013-03-07","539","539","539","539","0.00","0"
"NEPSE","2013-03-11","540","540","540","540","0.00","0"
"NEPSE","2013-03-13","546","546","546","546","0.00","0"
"NEPSE","2013-03-14","548","548","548","548","0.00","0"
"NEPSE","2013-03-17","535","535","535","535","0.00","0"
"NEPSE","2013-03-18","531","531","531","531","0.00","0"
"NEPSE","2013-03-19","532","532","532","532","0.00","0"
"NEPSE","2013-03-20","528","528","528","528","0.00","0"
"NEPSE","2013-03-21","528","528","528","528","0.00","0"
"NEPSE","2013-03-24","520","520","520","520","0.00","0"
"NEPSE","2013-03-25","522","522","522","522","0.00","0"
"NEPSE","2013-03-27","521","521","521","521","0.00","0"
"NEPSE","2013-03-28","519","519","519","519","0.00","0"
"NEPSE","2013-03-31","511","511","511","511","0.00","0"
"NEPSE","2013-04-01","514","514","514","514","0.00","0"
"NEPSE","2013-04-02","519","519","519","519","0.00","0"
"NEPSE","2013-04-03","518","518","518","518","0.00","0"
"NEPSE","2013-04-04","513","513","513","513","0.00","0"
"NEPSE","2013-04-07","516","516","516","516","0.00","0"
"NEPSE","2013-04-08","515","515","515","515","0.00","0"
"NEPSE","2013-04-09","519","519","519","519","0.00","0"
"NEPSE","2013-04-11","523","523","523","523","0.00","0"
"NEPSE","2013-04-15","521","521","521","521","0.00","0"
"NEPSE","2013-04-16","521","521","521","521","0.00","0"
"NEPSE","2013-04-17","519","519","519","519","0.00","0"
"NEPSE","2013-04-18","519","519","519","519","0.00","0"
"NEPSE","2013-04-21","514","514","514","514","0.00","0"
"NEPSE","2013-04-22","504","504","504","504","0.00","0"
"NEPSE","2013-04-23","509","509","509","509","0.00","0"
"NEPSE","2013-04-25","508","508","508","508","0.00","0"
"NEPSE","2013-04-28","505","505","505","505","0.00","0"
"NEPSE","2013-04-29","502","502","502","502","0.00","0"
"NEPSE","2013-04-30","501","501","501","501","0.00","0"
"NEPSE","2013-05-02","493","493","493","493","0.00","0"
"NEPSE","2013-05-05","488","488","488","488","0.00","0"
"NEPSE","2013-05-06","482","482","482","482","0.00","0"
"NEPSE","2013-05-07","490","490","490","490","0.00","0"
"NEPSE","2013-05-08","486","486","486","486","0.00","0"
"NEPSE","2013-05-09","486","486","486","486","0.00","0"
"NEPSE","2013-05-12","483","483","483","483","0.00","0"
"NEPSE","2013-05-13","489","489","489","489","0.00","0"
"NEPSE","2013-05-14","491","491","491","491","0.00","0"
"NEPSE","2013-05-15","494","494","494","494","0.00","0"
"NEPSE","2013-05-16","500","500","500","500","0.00","0"
"NEPSE","2013-05-19","498","498","498","498","0.00","0"
"NEPSE","2013-05-20","497","497","497","497","0.00","0"
"NEPSE","2013-05-21","500","500","500","500","0.00","0"
"NEPSE","2013-05-22","499","499","499","499","0.00","0"
"NEPSE","2013-05-23","497","497","497","497","0.00","0"
"NEPSE","2013-05-26","499","499","499","499","0.00","0"
"NEPSE","2013-05-27","504","504","504","504","0.00","0"
"NEPSE","2013-05-28","501","501","501","501","0.00","0"
"NEPSE","2013-05-30","500","500","500","500","0.00","0"
"NEPSE","2013-06-02","497","497","497","497","0.00","0"
"NEPSE","2013-06-03","499","499","499","499","0.00","0"
"NEPSE","2013-06-04","498","498","498","498","0.00","0"
"NEPSE","2013-06-05","498","498","498","498","0.00","0"
"NEPSE","2013-06-06","498","498","498","498","0.00","0"
"NEPSE","2013-06-09","497","497","497","497","0.00","0"
"NEPSE","2013-06-10","496","496","496","496","0.00","0"
"NEPSE","2013-06-11","496","496","496","496","0.00","0"
"NEPSE","2013-06-12","495","495","495","495","0.00","0"
"NEPSE","2013-06-13","494","494","494","494","0.00","0"
"NEPSE","2013-06-16","495","495","495","495","0.00","0"
"NEPSE","2013-06-17","493","493","493","493","0.00","0"
"NEPSE","2013-06-18","491","491","491","491","0.00","0"
"NEPSE","2013-06-19","490","490","490","490","0.00","0"
"NEPSE","2013-06-20","488","488","488","488","0.00","0"
"NEPSE","2013-06-23","488","488","488","488","0.00","0"
"NEPSE","2013-06-24","489","489","489","489","0.00","0"
"NEPSE","2013-06-25","494","494","494","494","0.00","0"
"NEPSE","2013-06-26","498","498","498","498","0.00","0"
"NEPSE","2013-06-27","496","496","496","496","0.00","0"
"NEPSE","2013-06-30","493","493","493","493","0.00","0"
"NEPSE","2013-07-01","494","494","494","494","0.00","0"
"NEPSE","2013-07-02","494","494","494","494","0.00","0"
"NEPSE","2013-07-03","494","494","494","494","0.00","0"
"NEPSE","2013-07-04","494","494","494","494","0.00","0"
"NEPSE","2013-07-07","494","494","494","494","0.00","0"
"NEPSE","2013-07-08","501","501","501","501","0.00","0"
"NEPSE","2013-07-09","506","506","506","506","0.00","0"
"NEPSE","2013-07-10","505","505","505","505","0.00","0"
"NEPSE","2013-07-11","506","506","506","506","0.00","0"
"NEPSE","2013-07-14","511","511","511","511","0.00","0"
"NEPSE","2013-07-15","518","518","518","518","0.00","0"
"NEPSE","2013-07-16","509","509","509","509","0.00","0"
"NEPSE","2013-07-17","512","512","512","512","0.00","0"
"NEPSE","2013-07-18","522","522","522","522","0.00","0"
"NEPSE","2013-07-21","536","536","536","536","0.00","0"
"NEPSE","2013-07-22","533","533","533","533","0.00","0"
"NEPSE","2013-07-23","533","533","533","533","0.00","0"
"NEPSE","2013-07-24","530","530","530","530","0.00","0"
"NEPSE","2013-07-25","529","529","529","529","0.00","0"
"NEPSE","2013-07-28","534","534","534","534","0.00","0"
"NEPSE","2013-07-29","539","539","539","539","0.00","0"
"NEPSE","2013-07-30","546","546","546","546","0.00","0"
"NEPSE","2013-07-31","548","548","548","548","0.00","0"
"NEPSE","2013-08-01","547","547","547","547","0.00","0"
"NEPSE","2013-08-04","547","547","547","547","0.00","0"
"NEPSE","2013-08-05","541","541","541","541","0.00","0"
"NEPSE","2013-08-06","543","543","543","543","0.00","0"
"NEPSE","2013-08-07","542","542","542","542","0.00","0"
"NEPSE","2013-08-08","543","543","543","543","0.00","0"
"NEPSE","2013-08-11","539","539","539","539","0.00","0"
"NEPSE","2013-08-12","539","539","539","539","0.00","0"
"NEPSE","2013-08-13","538","538","538","538","0.00","0"
"NEPSE","2013-08-14","537","537","537","537","0.00","0"
"NEPSE","2013-08-15","536","536","536","536","0.00","0"
"NEPSE","2013-08-18","540","540","540","540","0.00","0"
"NEPSE","2013-08-19","544","544","544","544","0.00","0"
"NEPSE","2013-08-20","548","548","548","548","0.00","0"
"NEPSE","2013-08-25","548","548","548","548","0.00","0"
"NEPSE","2013-08-26","547","547","547","547","0.00","0"
"NEPSE","2013-08-27","552","552","552","552","0.00","0"
"NEPSE","2013-08-29","551","551","551","551","0.00","0"
"NEPSE","2013-09-01","552","552","552","552","0.00","0"
"NEPSE","2013-09-02","550","550","550","550","0.00","0"
"NEPSE","2013-09-03","548","548","548","548","0.00","0"
"NEPSE","2013-09-04","546","546","546","546","0.00","0"
"NEPSE","2013-09-05","546","546","546","546","0.00","0"
"NEPSE","2013-09-08","552","552","552","552","0.00","0"
"NEPSE","2013-09-09","552","552","552","552","0.00","0"
"NEPSE","2013-09-10","548","548","548","548","0.00","0"
"NEPSE","2013-09-11","548","548","548","548","0.00","0"
"NEPSE","2013-09-12","550","550","550","550","0.00","0"
"NEPSE","2013-09-15","550","550","550","550","0.00","0"
"NEPSE","2013-09-16","552","552","552","552","0.00","0"
"NEPSE","2013-09-17","552","552","552","552","0.00","0"
"NEPSE","2013-09-19","549","549","549","549","0.00","0"
"NEPSE","2013-09-22","542","542","542","542","0.00","0"
"NEPSE","2013-09-23","538","538","538","538","0.00","0"
"NEPSE","2013-09-24","542","542","542","542","0.00","0"
"NEPSE","2013-09-25","543","543","543","543","0.00","0"
"NEPSE","2013-09-26","542","542","542","542","0.00","0"
"NEPSE","2013-09-29","542","542","542","542","0.00","0"
"NEPSE","2013-09-30","542","542","542","542","0.00","0"
"NEPSE","2013-10-01","542","542","542","542","0.00","0"
"NEPSE","2013-10-02","543","543","543","543","0.00","0"
"NEPSE","2013-10-03","545","545","545","545","0.00","0"
"NEPSE","2013-10-06","552","552","552","552","0.00","0"
"NEPSE","2013-10-07","556","556","556","556","0.00","0"
"NEPSE","2013-10-08","557","557","557","557","0.00","0"
"NEPSE","2013-10-09","560","560","560","560","0.00","0"
"NEPSE","2013-10-10","567","567","567","567","0.00","0"
"NEPSE","2013-10-17","572","572","572","572","0.00","0"
"NEPSE","2013-10-20","584","584","584","584","0.00","0"
"NEPSE","2013-10-21","588","588","588","588","0.00","0"
"NEPSE","2013-10-22","582","582","582","582","0.00","0"
"NEPSE","2013-10-23","581","581","581","581","0.00","0"
"NEPSE","2013-10-24","580","580","580","580","0.00","0"
"NEPSE","2013-10-27","578","578","578","578","0.00","0"
"NEPSE","2013-10-28","575","575","575","575","0.00","0"
"NEPSE","2013-10-29","576","576","576","576","0.00","0"
"NEPSE","2013-10-30","579","579","579","579","0.00","0"
"NEPSE","2013-10-31","579","579","579","579","0.00","0"
"NEPSE","2013-11-06","579","579","579","579","0.00","0"
"NEPSE","2013-11-07","579","579","579","579","0.00","0"
"NEPSE","2013-11-10","580","580","580","580","0.00","0"
"NEPSE","2013-11-11","591","591","591","591","0.00","0"
